,Season,Team,npxg_created_op,npxg_created_sp,npxg_allowed_op,npxg_allowed_sp,xt_created,xt_allowed,box_shots,box_shots_conceded,box_touches,def_action_height,field_tilt,avg_seq_len,comp_passes,ppda,opp_buildup,high_pressure_regains
44,2024/25,Brighton,1.3745512167612712,0.25896018246809643,1.2249084115028381,0.13486390188336372,2.3060158433333333,1.60980388,11.333333333333334,8.0,30.666666666666668,51.673874062968515,0.6417137930576553,4.489999999999999,450.0,8.016666666666667,0.8033666666666667,5.333333333333333
45,2024/25,Chelsea,1.3178915977478027,0.25500673428177834,0.8627987106641134,0.41712383801738423,2.2507230433333336,1.749945003333333,8.0,6.0,23.0,49.031168546365926,0.5904649716277307,4.766666666666667,483.3333333333333,8.52,0.8366333333333333,4.666666666666667
46,2024/25,Crystal Palace,0.7735851208368937,0.1824734757343928,1.342796802520752,0.2947617719570796,1.7449569566666667,1.6281361066666669,5.666666666666667,9.666666666666666,21.666666666666668,49.24462936320756,0.5266310097131909,3.6300000000000003,391.6666666666667,10.016666666666667,0.8326666666666668,3.6666666666666665
47,2024/25,Everton,0.7075739204883575,0.3932463253537814,1.5946239233016968,0.33298418422540027,2.129155153333333,2.4337595633333335,9.666666666666666,10.0,27.0,46.23890078074172,0.3888809750759366,2.513333333333333,258.0,12.113333333333335,0.8433999999999999,5.0
48,2024/25,Fulham,0.8937632938226064,0.3300558725992839,0.7285537123680115,0.38075687487920123,2.0916478899999995,1.56122872,9.333333333333334,6.333333333333333,23.333333333333332,49.768212089447935,0.5766354814283438,3.7166666666666663,396.3333333333333,8.476666666666667,0.8570333333333333,5.666666666666667
49,2024/25,Liverpool,2.263641436894735,0.14992951105038324,0.5894059290488561,0.4159419536590576,2.69945315,1.39215765,13.333333333333334,4.666666666666667,40.666666666666664,48.11583018867924,0.6244746266547215,5.276666666666666,495.6666666666667,9.576666666666666,0.8304666666666667,5.666666666666667
50,2024/25,Nottingham Forest,1.1299603780110676,0.6116199766596159,0.8669920265674591,0.17095150301853815,2.2418290266666667,1.65769845,11.666666666666666,4.0,32.666666666666664,46.07759595379745,0.5480406397500435,3.11,340.0,9.29,0.8290666666666667,3.3333333333333335
51,2024/25,Newcastle,0.6996841132640839,0.5623997263610363,1.6199605862299602,0.17213608076175055,1.6880307066666667,2.3188998033333332,6.666666666666667,11.0,20.333333333333332,43.09395716797741,0.30920151478527114,2.6366666666666667,250.66666666666666,7.843333333333333,0.8185666666666666,4.333333333333333
52,2024/25,Man Utd,1.5768029689788818,0.24237066134810448,0.9722023904323578,0.2996465042233467,1.892744783333333,2.0802801266666666,6.666666666666667,8.666666666666666,27.0,43.34311504975125,0.5120133452924548,4.073333333333333,443.3333333333333,11.020000000000001,0.8527333333333335,6.0
53,2024/25,Man City,1.6689039468765259,0.3690505561729272,0.6957720319430033,0.15306459243098894,3.2722979999999997,1.4219390133333334,11.0,4.0,45.0,50.477275340293374,0.732508664701612,6.29,631.0,9.75,0.8388,7.333333333333333
54,2024/25,Tottenham,1.0130115350087483,0.5974849065144857,0.6541259388128916,0.5257447957992554,2.7506740099999996,1.5065281399999997,10.0,7.0,47.333333333333336,51.6404588336192,0.7930186965966226,4.803333333333334,547.3333333333334,4.566666666666666,0.7511,8.333333333333334
55,2024/25,West Ham,1.3425928751627605,0.28516700367132825,1.613034149010976,0.5399159093697866,1.6154133,2.73118444,9.333333333333334,12.333333333333334,23.666666666666668,43.97843049932524,0.31371575615909525,3.5833333333333335,325.3333333333333,14.096666666666666,0.8657666666666667,3.6666666666666665
56,2024/25,Wolves,0.8365642627080282,0.3341381698846817,1.3129499355951946,0.28052009642124176,1.4461844633333332,2.2420060566666664,6.0,11.666666666666666,19.0,44.22224444444444,0.38003724013051127,3.293333333333333,286.3333333333333,8.863333333333333,0.8402,4.666666666666667
57,2024/25,Southampton,0.9891465206940969,0.2098359726369381,1.3681191901365917,0.772141557186842,2.3420447433333336,1.9887500633333335,8.0,10.666666666666666,32.666666666666664,47.308840155945425,0.6379013143719027,5.713333333333334,586.3333333333334,5.683333333333334,0.7741333333333333,2.6666666666666665
58,2024/25,Ipswich,0.36771824955940247,0.20641361673672995,1.718987723191579,0.2242374618848165,0.9162163366666668,2.68234958,3.6666666666666665,10.0,12.333333333333334,42.86719609892024,0.2908460074564694,3.766666666666667,282.3333333333333,12.773333333333332,0.8894666666666667,2.0
59,2024/25,Leicester,0.595304399728775,0.26389306286970776,0.9489706556002299,0.7842120329538981,1.3694773233333333,2.8716344733333337,5.0,11.0,12.333333333333334,42.64508715236976,0.29092261904761907,3.936666666666666,355.0,10.590000000000002,0.8754,4.0
